Game Turn, Player, Operation, Notes, Team, Team Notes, Team Members, Terrain
60, 1, City Defense, Started
60, 1, Operation Settle New City running
60, Settle New City, 1, , Battle line, 22:22, 1 endangered
86, 5, Attack Barb Camp, No recruits to reach minimum, , , 
86, 5, Attack Barb Camp, No recruits to match strength, , Enemy Str: 45.5, 
86, 5, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
86, 5, Attack Barb Camp, Operation Protect Units, UNIT_WARRIOR, Fortify
86, 5, Attack Barb Camp, Attack Target Move Direct, UNIT_ARCHER, At 55:44, Move -9999:-9999, Arrive 55:45
86, 5, Attack Barb Camp, Attack Target Melee Attack, UNIT_ARCHER, At 55:45
86, 5, Attack Enemy City, No recruits to reach minimum, , , 
86, 5, Attack Enemy City, No recruits to match strength, , Enemy Str: 177.5, 
86, 5, Attack Enemy City, No recruits to reach minimum, , , 
86, 5, Attack Enemy City, No recruits to match strength, , Enemy Str: 177.5, 
86, 5, Attack Enemy City, Operation Recruit, 5 units, Recruited 0, Contract for: UNIT_EGYPTIAN_CHARIOT_ARCHER
86, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 59:43, 59:43, 59:43
86, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 59:42, 59:42, 59:42
86, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 58:43, 58:43, 58:43
86, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 59:44, 59:44, 59:44
86, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 57:42, 58:43, 57:42
86, 5, Naval Superiority, No recruits to reach minimum, , , 
86, 5, Naval Superiority, No recruits to match strength, , Enemy Str: 75.0, 
86, 5, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_GALLEY
86, 6, Operation Settle New City running
86, 6, Settle New City, ,0, Not Ready, 
86, 6, Operation Attack Barb Camp running
86, Attack Barb Camp, 6, , Battle line, 56:21, 0 endangered
86, 6, Attack Barb Camp, ,0, Not Ready, UNIT_SPEARMAN; 
86, 6, Attack Enemy City, Started
86, 6, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
86, 6, Attack Enemy City, Recruiting minimums, , , UNIT_ARCHER
86, 6, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
86, 6, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
86, 6, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
86, 6, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
86, 6, Attack Enemy City, Recruiting minimums, , , UNIT_SPEARMAN
86, Attack Enemy City, 6, , Battle line, 58:22, 0 endangered
86, 6, Attack Enemy City, Operation Recruit, 5 units, Recruited 5, Contract for: UNIT_CATAPULT
86, 6, Attack Enemy City, Operation Move, UNIT_ARCHER, 65:24, 63:24, 64:24
86, 6, Attack Enemy City, Operation Move, UNIT_WARRIOR, 65:23, 64:23, 64:23
86, 6, Attack Enemy City, Operation Move, UNIT_WARRIOR, 66:24, 65:24, 65:24
86, 6, Attack Enemy City, Operation Move, UNIT_SPEARMAN, 58:20, 63:23, 59:20
86, 6, Attack Enemy City, Operation Move, UNIT_WARRIOR, 52:16, 63:23, 54:16
86, 6, Attack Barb Camp, Operation complete
86, 7, Operation Attack Barb Camp running
86, 7, Attack Barb Camp, ,0, Not Ready, 
86, 7, Operation City Defense running
86, City Defense, 7, , Battle line, 23:40, 0 endangered
86, 7, City Defense, ,0, Not Ready, UNIT_SCOUT; 
86, 7, Operation Attack Enemy City running
86, Attack Enemy City, 7, , Battle line, 21:39, 0 endangered
86, 7, Attack Enemy City, ,0, Not Ready, UNIT_AZTEC_EAGLE_WARRIOR; UNIT_AZTEC_EAGLE_WARRIOR; 
86, 7, Operation Settle New City running
86, 7, Settle New City, ,0, Not Ready, 
86, 7, Naval Superiority, Started
86, 7, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
86, 7, Attack Enemy City, No recruits to reach minimum, , , 
86, 7, Attack Enemy City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
86, 7, Attack Enemy City, Operation Move, UNIT_AZTEC_EAGLE_WARRIOR, 18:39, 18:39, 18:39
86, 7, Attack Enemy City, Operation Move, UNIT_AZTEC_EAGLE_WARRIOR, 21:40, 19:39, 20:40
86, 7, Attack Barb Camp, No recruits to reach minimum, , , 
86, 7, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
86, 7, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
86, 7, Naval Superiority, Operation complete
86, 8, Operation City Defense running
86, 8, City Defense, ,0, Ready, UNIT_WARRIOR; 
86, 8, City Defense, No recruits to reach minimum, , , 
86, 8, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
86, 8, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
86, 10, Operation City Defense running
86, 10, City Defense, ,0, Ready, UNIT_ARCHER; 
86, 10, City Defense, No recruits to reach minimum, , , 
86, 10, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
86, 10, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
86, 11, Operation City Defense running
86, 11, City Defense, ,0, Ready, UNIT_WARRIOR; 
86, 11, City Defense, No recruits to reach minimum, , , 
86, 11, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
86, 11, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
86, 13, Operation City Defense running
86, 13, City Defense, ,0, Ready, UNIT_ARCHER; 
86, 13, City Defense, No recruits to reach minimum, , , 
86, 13, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
86, 13, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
86, 20, Operation City Defense running
86, 20, City Defense, ,0, Ready, UNIT_ARCHER; 
86, 20, City Defense, No recruits to reach minimum, , , 
86, 20, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
86, 20, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
86, 21, Operation City Defense running
86, 21, City Defense, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
86, 21, City Defense, Operation complete
86, 22, Operation City Defense running
86, City Defense, 22, , Battle line, 13:41, 0 endangered
86, 22, City Defense, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_ARCHER; 
86, 22, Operation Attack Barb Camp running
86, Attack Barb Camp, 22, , Battle line, 15:40, 0 endangered
86, 22, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
86, 22, City Defense, Operation complete
86, Attack Barb Camp, 22, , Battle line, 15:40, 0 endangered
86, 22, Attack Barb Camp, No recruits to reach minimum, , , 
86, 22, Attack Barb Camp, No recruits to match strength, , Enemy Str: 39.0, 
86, Attack Barb Camp, 22, , Battle line, 15:40, 0 endangered
86, 22, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
86, 22, Attack Barb Camp, Operation Protect Units, UNIT_ARCHER, Fortify
86, 22, Attack Barb Camp, Attack Target Move Direct, UNIT_WARRIOR, At 19:40, Move -9999:-9999, Arrive 18:40
86, 23, City Defense, Started
86, 23, Operation City Defense running
86, 23, City Defense, ,0, Ready, 
86, 23, City Defense, No recruits to reach minimum, , , 
86, 23, City Defense, Recruiting strength, , Enemy Str: 20.0, UNIT_WARRIOR
86, City Defense, 23, , Battle line, 55:15, 0 endangered
86, 23, City Defense, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_ARCHER
86, 23, City Defense, Operation Move, UNIT_WARRIOR, 57:16, 59:16, 58:16
86, 24, Operation City Defense running
86, 24, City Defense, ,0, Ready, UNIT_ARCHER; 
86, 24, City Defense, No recruits to reach minimum, , , 
86, 24, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
86, 24, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
86, 25, Operation City Defense running
86, 25, City Defense, ,0, Ready, UNIT_ARCHER; 
86, 25, City Defense, No recruits to reach minimum, , , 
86, 25, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
86, 25, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
86, 63, Operation Barbarian Attack running
86, Barbarian Attack, 63, , Battle line, 48:33, 0 endangered
86, 63, Barbarian Attack, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_ARCHER; 
86, 63, Operation Barbarian City Assault running
86, 63, Barbarian City Assault, ,0, Not Ready, 
86, 63, Operation Barbarian Attack running
86, 63, Barbarian Attack, ,0, Not Ready, 
86, 63, Operation Barbarian Attack running
86, 63, Barbarian Attack, ,0, Not Ready, 
86, 63, Operation Barbarian Attack running
86, Barbarian Attack, 63, , Battle line, 715827889:43, 0 endangered
86, 63, Barbarian Attack, ,0, Not Ready, UNIT_WARRIOR; UNIT_ARCHER; 
86, 63, Operation Barbarian Attack running
86, 63, Barbarian Attack, ,0, Not Ready, 
86, 63, Operation Barbarian Attack running
86, 63, Barbarian Attack, ,0, Not Ready, 
86, 63, Barbarian Attack, Operation Move, UNIT_ARCHER, 48:32, 48:32, 48:32
86, 63, Barbarian Attack, Operation Move, UNIT_WARRIOR, 48:34, 47:32, 48:34
86, 63, Barbarian Attack, Operation Move, UNIT_WARRIOR, 48:33, 47:32, 48:33
86, 63, Barbarian Attack, Operation Move, UNIT_WARRIOR, 8:44, 8:44, 8:44
86, 63, Barbarian Attack, Operation Move, UNIT_ARCHER, 7:45, 7:45, 7:45
87, 1, Operation Attack Enemy City running
87, 1, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_ARCHER; UNIT_WARRIOR; UNIT_ARCHER; UNIT_ARCHER; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
87, 1, Operation Settle New City running
87, 1, Settle New City, ,0, Ready, UNIT_WARRIOR; UNIT_SETTLER; 
87, 1, Operation Naval Superiority running
87, Naval Superiority, 1, , Battle line, 4:47, 0 endangered
87, 1, Naval Superiority, ,0, Ready, UNIT_GALLEY; 
87, 1, Operation Attack Enemy City running
87, 1, Attack Enemy City, ,0, Not Ready, 
87, 1, Operation Attack Barb Camp running
87, 1, Attack Barb Camp, ,0, Not Ready, 
87, 1, Settle New City, No recruits to reach minimum, , , 
87, 1, Settle New City, No recruits to match strength, , Enemy Str: 25.0, 
87, 1, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
87, 1, Settle New City, Operation Move, UNIT_SETTLER, 18:16, 12:17, 16:17
87, 1, Settle New City, Operation Move, UNIT_WARRIOR, 12:24, 13:18, 13:24
87, 1, Attack Enemy City, No recruits to reach minimum, , , 
87, 1, Attack Enemy City, No recruits to match strength, , Enemy Str: 262.0, 
87, 1, Attack Enemy City, Operation Recruit, 11 units, Recruited 0, Contract for: UNIT_WARRIOR
87, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 19:19, 19:19, 19:19
87, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 20:18, 20:18, 20:18
87, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 20:20, 20:20, 20:20
87, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 19:20, 19:20, 19:20
87, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 20:19, 20:19, 20:19
87, 1, Attack Enemy City, Operation Move, UNIT_ARCHER, 18:21, 18:21, 18:21
87, 1, Attack Enemy City, Operation Move, UNIT_ARCHER, 21:20, 21:20, 21:20
87, 1, Attack Enemy City, Operation Move, UNIT_ARCHER, 21:19, 21:19, 21:19
87, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 18:20, 19:20, 18:20
87, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 20:21, 20:20, 20:21
87, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 15:21, 19:20, 16:22
87, 1, Attack Barb Camp, No recruits to reach minimum, , , 
87, 1, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
87, 1, Attack Enemy City, No recruits to reach minimum, , , 
87, 1, Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR
87, 1, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_GALLEY
87, 2, Operation Settle New City running
87, 2, Settle New City, ,0, Ready, UNIT_ARCHER; UNIT_SETTLER; 
87, 2, Operation Barb Camp Tech Boost running
87, 2, Barb Camp Tech Boost, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
87, 2, Operation Attack Enemy City running
87, 2, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_ARCHER; UNIT_WARRIOR; UNIT_ARCHER; 
87, 2, Settle New City, No recruits to reach minimum, , , 
87, 2, Settle New City, No recruits to match strength, , Enemy Str: 20.0, 
87, 2, Settle New City, No recruits to reach minimum, , , 
87, 2, Settle New City, No recruits to match strength, , Enemy Str: 20.0, 
87, 2, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
87, 2, Settle New City, Operation Move, UNIT_ARCHER, 77:31, 77:31, 77:31
87, 2, Settle New City, Operation Move, UNIT_SETTLER, 75:29, 79:32, 76:30
87, 2, Barb Camp Tech Boost, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
87, 2, Barb Camp Tech Boost, Attack Target Move Direct, UNIT_WARRIOR, At 75:22, Move -9999:-9999, Arrive 74:23
87, 2, Barb Camp Tech Boost, Attack Target Move Direct, UNIT_ARCHER, At 75:21, Move -9999:-9999, Arrive 75:22
87, 2, Attack Enemy City, No recruits to reach minimum, , , 
87, 2, Attack Enemy City, No recruits to match strength, , Enemy Str: 143.0, 
87, 2, Attack Enemy City, Operation Recruit, 5 units, Recruited 0, Contract for: UNIT_ARCHER
87, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 67:19, 67:19, 67:19
87, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 67:18, 67:18, 67:18
87, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 68:19, 68:19, 68:19
87, 2, Attack Enemy City, Operation Move, UNIT_ARCHER, 69:19, 69:19, 69:19
87, 2, Attack Enemy City, Operation Move, UNIT_ARCHER, 67:17, 67:17, 67:17
87, 3, Operation Settle New City running
87, 3, Settle New City, ,0, Not Ready, 
87, 3, Operation Attack Barb Camp running
87, 3, Attack Barb Camp, ,0, Not Ready, 
87, 3, Operation Attack Enemy City running
87, 3, Attack Enemy City, ,0, Ready, UNIT_HEAVY_CHARIOT; UNIT_HEAVY_CHARIOT; UNIT_ARCHER; UNIT_ARCHER; 
87, 3, Naval Superiority, Started
87, 3, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
87, 3, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_GALLEY
87, 3, Naval Superiority, Operation complete
87, 4, City Defense, Started
87, 4, Operation City Defense running
87, City Defense, 4, , Battle line, 1073741831:43, 0 endangered
87, 4, City Defense, ,0, Not Ready, UNIT_SCOUT; 
87, 4, Operation Settle New City running
87, 4, Settle New City, ,0, Not Ready, 
87, 4, Operation City Defense running
87, 4, City Defense, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
87, 4, Operation Naval Superiority running
87, Naval Superiority, 4, , Battle line, 58:34, 0 endangered
87, 4, Naval Superiority, ,0, Ready, UNIT_GALLEY; UNIT_GALLEY; 
87, 4, Operation Attack Barb Camp running
87, 4, Attack Barb Camp, ,0, Not Ready, 
87, 4, Operation Attack Enemy City running
87, 4, Attack Enemy City, ,0, Not Ready, 
87, 4, Operation City Defense running
87, 4, City Defense, ,0, Ready, 
87, 4, City Defense, No recruits to reach minimum, , , 
87, 4, City Defense, No recruits to match strength, , Enemy Str: 25.0, 
87, 4, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
87, 4, City Defense, No recruits to reach minimum, , , 
87, 4, City Defense, No recruits to match strength, , Enemy Str: 25.0, 
87, 4, City Defense, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_ARCHER
87, 4, City Defense, No recruits to reach minimum, , , 
87, 4, City Defense, No recruits to match strength, , Enemy Str: 67.0, 
87, 4, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
87, 4, City Defense, Operation complete
87, 4, Attack Enemy City, No recruits to reach minimum, , , 
87, 4, Attack Enemy City, No recruits to reach minimum, , , 
87, 4, Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
87, 4, Attack Barb Camp, Operation complete
87, 4, Naval Superiority, No recruits to reach minimum, , , 
87, 4, Naval Superiority, No recruits to match strength, , Enemy Str: 75.0, 
87, 4, Naval Superiority, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_GALLEY
87, 5, Operation Settle New City running
87, 5, Settle New City, ,0, Not Ready, 
87, 5, Operation Attack Barb Camp running
87, Attack Barb Camp, 5, , Battle line, 55:46, 0 endangered
87, 5, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
87, 5, Operation Attack Enemy City running
87, 5, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
87, 5, Operation Naval Superiority running
87, 5, Naval Superiority, ,0, Ready, UNIT_GALLEY; 
87, 5, Attack Barb Camp, No recruits to reach minimum, , , 
87, 5, Attack Barb Camp, No recruits to match strength, , Enemy Str: 25.5, 
87, 5, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
87, 5, Attack Barb Camp, Operation Attack Units, UNIT_ARCHER, At 55:45, Move 55:45, Attack 54:47
87, 5, Attack Barb Camp, Attack Target Move, UNIT_WARRIOR, At 59:46, Move 57:49, Arrive 58:47
87, 5, Attack Barb Camp, Attack Target Melee Attack, UNIT_WARRIOR, At 58:47
87, 5, Attack Enemy City, No recruits to reach minimum, , , 
87, 5, Attack Enemy City, No recruits to match strength, , Enemy Str: 177.5, 
87, 5, Attack Enemy City, No recruits to reach minimum, , , 
87, 5, Attack Enemy City, No recruits to match strength, , Enemy Str: 177.5, 
87, 5, Attack Enemy City, Operation Recruit, 5 units, Recruited 0, Contract for: UNIT_EGYPTIAN_CHARIOT_ARCHER
87, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 59:43, 59:43, 59:43
87, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 59:42, 59:42, 59:42
87, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 58:43, 58:43, 58:43
87, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 59:44, 59:44, 59:44
87, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 57:42, 58:43, 57:42
87, 5, Naval Superiority, No recruits to reach minimum, , , 
87, 5, Naval Superiority, No recruits to match strength, , Enemy Str: 75.0, 
87, 5, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_GALLEY
87, 6, Operation Attack Enemy City running
87, Attack Enemy City, 6, , Battle line, 57:19, 0 endangered
87, 6, Attack Enemy City, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_SPEARMAN; 
87, 6, Operation Settle New City running
87, 6, Settle New City, ,0, Not Ready, 
87, 6, Attack Barb Camp, Started
87, 6, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_CATAPULT
87, 6, Attack Enemy City, Operation Move, UNIT_WARRIOR, 64:23, 64:23, 64:23
87, 6, Attack Enemy City, Operation Move, UNIT_ARCHER, 64:24, 63:24, 63:24
87, 6, Attack Enemy City, Operation Move, UNIT_WARRIOR, 65:24, 65:24, 65:24
87, 6, Attack Enemy City, Operation Move, UNIT_SPEARMAN, 59:20, 63:23, 61:20
87, 6, Attack Enemy City, Operation Move, UNIT_WARRIOR, 54:16, 63:23, 55:17
87, 7, Operation Attack Barb Camp running
87, 7, Attack Barb Camp, ,0, Not Ready, 
87, 7, Operation City Defense running
87, City Defense, 7, , Battle line, 23:40, 0 endangered
87, 7, City Defense, ,0, Not Ready, UNIT_SCOUT; 
87, 7, Operation Attack Enemy City running
87, Attack Enemy City, 7, , Battle line, 21:39, 0 endangered
87, 7, Attack Enemy City, ,0, Not Ready, UNIT_AZTEC_EAGLE_WARRIOR; UNIT_AZTEC_EAGLE_WARRIOR; UNIT_AZTEC_EAGLE_WARRIOR; 
87, 7, Operation Settle New City running
87, 7, Settle New City, ,0, Not Ready, 
87, 7, Naval Superiority, Started
87, 7, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
87, Attack Enemy City, 7, , Battle line, 21:39, 0 endangered
87, 7, Attack Enemy City, No recruits to reach minimum, , , 
87, Attack Enemy City, 7, , Battle line, 21:39, 0 endangered
87, 7, Attack Enemy City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
87, 7, Attack Enemy City, Operation Move, UNIT_AZTEC_EAGLE_WARRIOR, 18:39, 18:39, 18:39
87, 7, Attack Enemy City, Operation Move, UNIT_AZTEC_EAGLE_WARRIOR, 20:40, 19:39, 19:39
87, 7, Attack Enemy City, Operation Move, UNIT_AZTEC_EAGLE_WARRIOR, 22:41, 19:40, 20:41
87, 7, Attack Barb Camp, No recruits to reach minimum, , , 
87, 7, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
